268,"Writing with the one plus Nord 2t I've purchased it on around 10th July and used till date
Everything in this phone is worth buying you'll not regret attaching the night mode photo as the real photo was fully dark but the night mode made it so bright"
269,"Camera quality is completely not acceptable at this price segment.
Just for a sake they have used the Sony Lenses for Both front and back camera but the optimization is very poor.
Front camera is very blurry while taking images even in outdoor lighting condition.
I would recommend people not to buy for this Phone if camera is most priority.
OnePlus is not up to the mark like previous generation Phones."
270,"Fingerprint reader is quite fast, battery is good and camera quality is cool"
271,3.5 mm jack is not available. Rest everything is OK
272,"Battery: lasts 24 hrs with continuous use
Camera: Good
Charging: faster than previously used MI
Light weight, smoother..
No heating problem for me."
273,Battery is not good..
274,"Very happy about the phone. Fast charger is awesome. Very good in hand feel. They give cover and screen guard and important charger in the box itself.

Wireless charging is the only thing missing"
275,Phone is very well but battery backup is not good
276,Good phone for a daily use activity. Camera is very good and the battery life is preety decent.
277,Jis speed main phone charge hta hai almost utni hi speed main discharge ho jaata hai. Front camera is not that fine....else other features are good.....looks and finishing of the phone is really classy....
278,"i always wanted a good camera phone but this model failed to fullfill my expectations paying 23k but still unsatisfied..
saler experience was quite good package was perfectly packed and got delivered on time. thumbs-up darshita electrics ??"
279,Battery is so fast changing but battery life is not big
280,Pubg khelte vakt bahut hi jyada hit ho jata h
281,"I like the overall experience due to Android 12. Front camera is not upto my expectation but it's good, Back camera is great.100%charge in 30 min."
282,"It's a great phone..
Awesome dual speaker quality....
Brilliant camera quality..(basically for those who love photography)
Smooth gaming..
And most important very fast changing with 80W charger...."
283,"Upgraded from a Samsung phone and got this phone in a very good exchange deal.
Based on one-day usage of the phone, I find its look and feel is premium, heavier than my Samsung though with a good processor and battery charging that works like a charm. The biggest cons are it gets heated and the battery gets drained quickly although the fast charging makes up for it. Camera, Unlock feature, Alert slider, Lifestyle modes, etc. are all good enough but the phone is little pricey compared to others in this range for its specifications. There seems to be a software bug in the closing all apps feature which sometimes won't kill the current app. I hope with software updates the heating, battery drain, etc issues get resolved.
Will update review on usage."
284,One of the best phone in oneplus series touch is very good nice battery life excellent camera in nut shell it’s a value for money
285,"Pros- 1.Good Design
2.Average Camera
3.Good Processor
4.Superb Speakers

Cons- 1.Quick battery drain
2.Heating problems
3.90 Hz low refresh rate
4.Less Features"
286,"Overall Phone is good with light weight, well designed, call clarity, ample storage space.
It would be better to have LED indication for miss calls, reminders, messages etc. Battery life should be improved."
287,"The first thing is it's a very gud balanced mobile.
1. Good cameras, best display 90hz (there's no
difference btw 90hz and 120hz,it's a trick).
2. Battery will easily sufficient for 1 day and fast
charging was amazing,takes roughly 20-25
mins
3.dimensity 1300 it's good in daily usable apps,
very good ram management.
4. In-display fingerprint sensor was very fast.
5. Especially the Oxygen OS was still interesting
and many new features were included.
6. Android 12 and OS 12.1 was impressive no
blotware and clean UI.
7. Stereo speakers was rocking, loudest, balance
8. Design was attractive, and it's absolutely light
weight, in hand feel was classy and premium.
9. Many 5g bands, NFC, 4g+, very good UI.

And coming to disappointments
1. If your prior use is gamming this mobile was
not preferable there are other mobiles for
that like iqoo...etc
2. Daily 1-2 hrs gamming was good but some
heating we can see like 40*c.
3. At this price we expect snapdragon but this is
also good.

Finally, if u love OnePlus brand, don't believe any reviews. Go for ONEPLUS NORD 2T 5g."
288,Look wise it's awesome but there is some battery backup issue because it's automatically draining when no use....Rear camera is awesome but again front is average..... performance on games and all is good
289,Very Good Product in this price range .
290,Awesome Budget Friendly Mobile by OnePlus. Everything works awesome.
291,Nice product with minimum cost
292,Everything is good but camera is not good as I expect
293,"Play Video
 I really liked the Performance of Oxygen-OS it gives you super smooth experience without any bugs.
Pros- smoot performance
Well optimised camera
Nice display
Different design
Nice build quality

Cons-. Battery drains faster
120htz should be on it

Conclusion - device is very good , you will not regret after buy it . Nice option in this price range"
294,Verry nice iam satisfied in this mobile
295,Very good phone for normal user who is not gamer.
296," After update not heating much??I love the camera.speakers are too loud and crispy ??,super charging support,decent bgmi performance.if you don't care about brand value go for iqoo Neo 6 &poco f4.oneplus nord 2t is a all rounder phone with higher brand value in the market"
297,Good
298,I can't believe.it is intelligent phone
299,Good
300,I was a bit doubtful to order this phone as many mentioned regarding heating issue . Writing this review after using it for 20 days and no heating issue . Camera is superb.
301,Superb performance heghely recommend product
302,I like this mobile spl.cemera
303,Awesome phone with awesome user experience ????
304,Over all good but battery lose on time to time with out runinig condition
305,You can buy it without doubt smooth display and decent battery life. but slightly heating issue I hope OnePlus will fix it soon
306,I really like this phone
307,"Like as camera and feature
Dislike battery"
308,"Phone is awsm and quality is too good. Battery backup 1 day and 30 mns to charge
No faltu ads which was in mi and other phones. No bakwas app pre installed by company."
309,So nice phone ??
310,Camera quality is not good
311,"Play Video
 Writing this review after 3 days of usage
Display is smooth
Performance is good
Charge time is 35mins max
Camera is good & gesture is fast too.
Battery is really drains fast, so that is an issue.
Sound speaker is very loud
Feel premium
In this price range its really good.
Over all phone is nice."
312,Battery should improve
313,Like home use
314,So sexy mobile i mean maja aagaya feels so premium i mean really premium but battery is kind of fast draining
315,I'm satisfied with all the over this set
316,"I am satisfied fully with Nord 2t for all its features, like, Camera, fingerprint, back looks, in hand feel."
317,"I liked the finger print access,too smooth,camera quality superb even in low light.The best part is the fast charging.Battery doesn't drains that much fast.Overall very much satisfied Thanks OnePlus and Amazon"
318,I will suggest you to buy this ph if you want to grab one plus ph... Don't get confused.. just go ahead and enjoy....
319,"Premium Build quality, flagship camera module, A lot of customisation including AOD display. Performance could be better but I hope after updates it will be stable."
320,"Nice experience, good performance,"
321,Its processor sometime make it slow or hangup mobile phone and its battery backup is very poor then expected. it have 4500 mah battery but poor backup
322,Camera superb
323,
324,battery backup very nice and camera super.
325,Not so hot as presented
326,Good semi premium range mobile..
327,
328," Back camera is really nice, phone weight is light but if you are a selfie lover then it's not for you. Battery is charging very fast and draining very fast."
329,Good
330,
331,Display and Performance awesome..
332,"Overall amazing phone.
It comes with great design and great features.
You should surely go for this one??"
333,Best phone ?? under 30k
334,Every thing is good
335,"ITS BEST CHOICE,
ALL GOOD"
336,"I m reviewing after 10 days use.
1) Camera Quality is very good 4.5/5
Night photography is also good.
2) Battery life stays 1 day 4/5
3) 80 Watts charger is awsome. 100% Charge in 30 min. 5/5
4) Stereo Speaker Sound quality is also very nice 4.5/5
5) Display is also good with 90hz refresh rate 4/5"
337,"Charger ??
Overall Performance V good.
Go for it."
338,Best product
339,"Good product from OnePlus. Lightweight , superfast charging , Good camera, nice look. Every thing is perfect. Happy buy the purchase??"
340,Good
341,Poor battery performance
342,everything superb in the phone
343,Good
344,Ok
345,Looks good. Working well.
346,Little bit of heating problem
347,Bought it for my mom and she is very happy to use it.Fast and easy to use software.
348,Good battery back up and very fast charging and quality of camera it's awesome and good quality pics
349,
350,"Phone looks is too good, Charging is also very fast as mentioned in key point"
351,Good product
352,
353,Camera quality is not good. The camera adds a different dimension to the colours and the original colour is not captured at all
354,"i have purchases first time of one plus phone ,my expectation is high but this product is not awesome however not bed it like 3.5 star phone. Camera quality is bed,,specially front camera is not like 32MP. this is fast charging , only one day Battery backup. if u r a simple user then it's good for you .if u have heavy expectations from this than u sad."
355,"Phone is good apart from heating issue. If we use camera to record a video for 15 to 20 min, heating so much and some time if use se small apps still heating issue is there. Need to be resolved the issue."
356,Overall Good product
357,Nice phone
358,Mst n
359,good
360,Best in range
361,Super
362,I like quick Battery charging
363,"Only one flashlight working
Otherwise very good mobile
Camera is super"
364,Superb
365,Awesome mobile
366,"Overall Value for money phone
But they added more filters in camera
Which makes this phon feels like oppo or vivo"
367,
368,I like one plus brand...i would like to recommend everyone to buy one plus phone.it is value for money..
369,"Best phone ever,No heating issues..??????????"
370,Good mobile
371,Okok
372,"Build quality is good. Purchased in offer, so good, camera ok, display ok, battery only one day if used random, Charging is impressive, some technical glitches. Facebook and some apps close random in between. Not best, but good"
373,
374,"Camera: Back- 5/5
Front - 4/5
Battery- 3.5/5
Battery charging- 5/5
Overall- 4.5/5"
375,"Quick accept fingerprint reader.
Battery life good not up to the mark.
But camera quality is Awesome,, ????"
376,Nice
377,
378,"Battery drains very fast which is big minus factor, so very difficult when you go out for long periods or travel"
379,Good
380,Good
381,Battery is not good
382,Good
383,I would like to appreciate Amazon for the same day delivery and also the process of Exchange. I never expected that it will be such a smooth operation to exchange the old phone and get the new one. I am using the phone for three days and I am happy with the performance and battery life. Value for money and hence I gave five stars.
384,Battery life of this phone is very poor. Camera is good. Finger print reader is good.
385,Phone is very good but there are some problems in it like call recording is bad
386,Good camara
387,"Fingerprint reader is awesome so as battery life. Camera should have been better as when compared with OnePlus 7 it's results are not that great. The effect of Oppo brand can be seen clearly, the original OnePlus is somewhat went missing."
388,Awesome
389,Super
390,Hangs sometimes but Great battery performance. 5/5 star ? for battery. 3/5 star ? for overall performance.
391,the only issue is heating issue otherwise this phone is the best in it's proce range
392,I like This device finishing colour & camera ??
393,The phone looks good..good battery back up..works smoothly..has great sound and camera experience
394,Awesome
395,
396,Nice one
397,Good
398,Nice phone with ad-on fast charging.
399,Awesome
400,Hangs a lot. Touch is not smooth at all. So far worst model of One Plus.
401,Baring battery life everything is top notch. Battery life too is good at par with other Chinese phone but not great.
402,"After using one month
Battery drain very fast, I charge my phone 2 times a day..
Selfie camera is average.
Back camera and night mode is very good. Costly phone in this segment comparison to other phones."
403,Good
404,"So I'm gonna give a quick and short review.

It's lyk more than 3weeks I am using this phone. After doing so much of research and all I choose this phone as it's the first phone with my own earned money ??

So 1st the LOOK...No need to comment. Look is just wowww. And that jade green colour is just unique typ of CLR to have.

WEIGHT wise it's not so heavy not so light type of phone. U gonna have a good in hand experience.

CAMERA I have attached the pictures of daylight in the evening and in the night also. So u guys can judge by looking at those pictures. PS- those pictures without edits.

STORAGE HUGeeee storage. 12+256gb! It's been 3wk and I have been able to fulfill only the 13% of storage. Though I feel if they could have provided the external storage it could have been complete storage pack.

SPEED the touch performance of the phone is pretty good. It takes less time while switching from a app to another."
405,
406,Nice
407,In dark conditions the camera is not that good and battery backup is just awful.
408,Battery is not running as per expected from a 30k phone.Rest all is Okay.
409,Faster then I thought .and camera is superb
410,"Super camera,super stability,super wideangle camera,super quick charge,
Super display,super Sound
And obviously super oneplus branding."
411,Osm phn??????
412,Fingerprint work very well. Battery good but not very good. If use normal than dilever 1 day. If you vevy uses than you need recharge in 1 day.
413,"Nice phone with premium look and awesome camera quality.
But battery drains slightly faster."
414,"Phone battery charging % increases by 1% in every 10 sec which is very good.
Camera picture quality is also good.
AI feature further enhances the picture.
Phone performance is quite good.
Also, there is a provision to further expand the RAM upto 7 GB if we have enough storage space.
Overall great phone and value for money."
415,"The battery does not last even 12 hrs on full charge! that too without playing any heavy games, watching movies or evn videos. The sound quality is also low. Regret buying it"
416,
417," Till now it's very good. Charger is like super

Writing on 2nd September 2022 - the screen protector has started to peel off itself. Quality issues within week.

Let's see further"
418,Good
419,"Bettery life bahot cum hoti hai isme , aur camera bhi thoda better hona chaie tha , baki fingerprint achcha work kar raha hai aur overall performance b bahot achcha hai"
420,It's a best all rounder comparing to any other recent ones in the market.
421,"Camera is best
Battery gets drain very soon
Phone gets Heated very soon"
422,"Nice camera quality..
Good battery life approx heavy usage 1day ..."
423,Battery life is awesome. I use the mobile a lot yet it's battery stays for one and half day. Camera quality is superb. The overall experience that the mobile gives us amazing. The mobile looks sleek and gorgeous. Loving it.
424,Phone is smooth with ram and storage...but camera is not that my good as expected.......charging is excellent 100% in 20 minutes
425,"Superb Phone, Every @1 please purchase this phone"
426,using this phone since two day's and it's very nice ??
427,Fingerprint & Face lock is unbelievable in a mili second it unlock the phone & what a great features to customise our phone ????????
428,Good Quality
429,"Heating a little bit while charging. Finger print sensor, camera is too good. Charge battery full within one hour. Some Google apps are not supporting also."
430,Battery charging is good. . but battery drains very quickly
431,Battery life very low... remaining features very cool
432,"It works perfectly fine, screen touch finger print sensor is good, the only problem I feel is it has low volume in spear calls. Other than that all is ok."
433,"Pros
Look 10/10 awesome like primium
Finger print 10/10 fast superfast
Battery charging speed 10/10 is like in 25 min 100 percent
Display 10/10 best
Camera 10/10
Battery discharge time 1 day full usage"
434,"Have been using it as a primary phone. At times it hangs. Screen blackouts, camera is not very good at this price point. Overall an average phone."
435,Battery Life good fingerprint amazing
436,Ok phone hai.battery Kum hai
437,Phone heats up very fast
438, Like the battery life and blue for the money.
439,Nice product As i expected
440,Nice Phone.Go For it.Posting my review after 15 day use.
441,Best mobile phone ?? and best video camera ??
442,Not worth it
443,Battery life is very less camera quality is good but phone is getting very hot when using two apps together. Hanging problem also with the phone.
444,I like this too much
445,"Premium design, light weight and smooth functioning. Performance too good."
446,"Overall a good phone. UI not upto scratch, seems a bit outdated. Battery backup could be better.
Best feature is rapid charging."
447,Battery ny tik rha h
448,"battery life very very poor, very fast draining of battery, fingerprint reader is good, rear camera is good and front camera is not good"
449,Battery charging is very very fast
450,Battery not good
451,"It is a nice product, having good camera and sound quality,
fast battery charging,
full charge in 15 min.
Battery backup full charge for one day.
Good Finger print lock.
Smooth functioning.
No heating issue in 8 days, as processor of Mediatek having heating issue."
452,This device is not user-friendly for general users
453,All features are good & high quality ????
454,Product is good but battery performance very poor
455,Awesome phone 80 W charging is just awesome . I have been a Android user and for first time I am using One plus phone ...very nice fast and superb camera too.
456,Heating issue while charging. Hope one plus rectifies it with updates.. performance wise good.. Battery getting charged fully in around 35-40 minutes. Camera good..a little heavy weight
457,"Very nice product ,working very nice ,delivered on time , battery charger is very strong within 15 to 20 min the phone is fully charged and it will remain 1.5 day while working on it whole day, picture quality is very nice, sonud quality great and value for money"
458,"Mobile every given features r awesome
But automatically call recording feature is not working properly so overall all is superb"
459,Battery low too fast
460,Heated product
461,call recording prblm
462,Phone quality is very good ??
463,
464,
465,Good performance. Good battery life.Nice camera.Good Finishing.
466,"Like: camera quality, charging speed and operating"
467,Good mobile phone in price
468,Overall good
469,Every option is nice very good phone
470,Over all good till now
471,Overall balanced phone in 30k...
472,I like this
473,Product nice
474,"It is not for people who have already experienced the flagship phones. It is cool, college going, friendly tiny phone. Overall it is good and I bought it at a price of 19k after returning my op6 on a deal day. So it is worth 19k. Camera is good. Sound is average. Quality is good. Small in size for my hand. Settings are not completely customized as op original series. Good luck buying it"
475,"Very very nice phone battery backup is very good on 4500mh
Camera quality is awesome and screen display is very soft soft touch"
476,This phone required os system upsets...
477,Good
478,Nice phoen
479,"Superb phn.a flagship killer.camera quality is just awesome, battery life is descent you will get 1 day backup,superfast vook charging takes 20 mins to charge for 100%battery.a best budget phn.I haven't tested any high graphics game yet,hoping it will not disapoint me."
480,best phone I ever used till now
481,
482,
483,Colour is also attractive
484,Daly life
485,
486,
487,Everything fine.
488,Very nice phone
489,Very nicd product.
490,Good
491,"Phone has good looks, good camera. But has performance issue, phone audio is not heard properly while calling,there is a timelag while connecting though the carrier is good. Often gor to disconnect and then make call. Few apps are getting stuck it is not going back window or displaying the required result. Got close the app and open again... I have even restarted and updated the software...."
492,Best in segment
493,Every thing is better.
494,Excellent
495,Good phone 2T
496,Over all good
497,"Everything is ok except battery life which hardly lasts for a day with normal usages. Camera is ok.
Charging is very fast with the adaptor provded and discharging also super fast.

Mi phones are better in terms of battery life."
498,
499,"Phone looks super premium. Build quality is nice, camera is good, cheery on the cake is the 80W charger.
Go blindfolded for this phone."
500,Nice phone
501,
502,
503,"Fingerprint is excellent.
Camera is superb.
Battery is not good but average.
Charging is fantastic.

Under 30K phone is good."
504,Nice product of OnePlus
505,It’s an awesome phone by one plus
506,Nicee phone
507,"Overall phone is awesome but battery management should have to improve.
Awesome display quality.
Awesome sound."
508,Speaker quality is very disappointing. When music is played on phone speaker the speaker quality is horrible . The sound cracks
509,Go for it
510,All are good
511,Amazing display. Good camera
512,Superb
513,"Mobile is good, very smooth for handling.camera quality is best. It charged very fast."
514,Very nice mobile
515,Oneplus Nord 2T is value for the money.Phone's look and feel is good. Very good for everyday usage. Rear camera is awesome.Front camera needs to improve.Hope this will addressed in the updates. Battery lasting for one day for normal everyday usage without gaming. Go for it.
516,"M completely disappointed by camera(specially back camera), dont go for this of you are looking for good camera phone"
517,"My sister and I look 60% same. And when she tried to unlock the phone, it worked. But when she tried to unlock my old phone (samsung M30s) that was released in 2020 and it didn't work. So clearly samsung has better Facelock security. One plus really needs to work on it."
518,Best????
519,"The camera is a bit weird, I am posting two pictures taken by it. At times it captures DSLR quality photos and other times it just can't do it. But apart from that all other aspects of the phone are quite amazing. I don't play games on my mobile phone so, I have no idea about it but anyway, if this helps you then that's all that matters. Cheers!"
520,
521,
522,"Play Video
 I love it very much....osm product"
523,"Ya, mobile is good. But still not feeling good while using it"
524,
525,Best camera in the segment good battery sooperfast charging
526,Good
527,Battery camera front two not good quality but not satisfied
528,I used only 7 days after power off automatically mother board failed
529,Nice phone..best camera ... Satisfied with all features ..
530,Nice mobile
531,"Superb phone. Writing this review after 10 days of usage.
Pros:
Camera is superb
Best portrait shots
Best night mode
Very smooth video at 1080p/60fps
One day battery life( not gamer)

Cons:
Type C adaptor having issue in mic.
Other that this all good"
532,Nice
533,"I was thinking about to purchase a new phone under 30k. I was researching about 1 month and I think I watched 150 minutes of videos on YouTube for deciding which phone is best. Finally I came to this Nord 2t.

Pros:
Picture quality 5/5
Battery 4/5
Performance 5/5
UI 5/5

Cons
Minor heat issue when you spend more time or keep on hotspot for longer time.

Oneplus is a brand

Just go for it without thinking"
534,"Overall it's a good one, I am facing one issue.. during video call the camera gets turned off automatically and after that we can not start the video, I hope this issue will get resolved in the updates"
535,"I was earlier using samsung m30s I'm not feeling not so much difference that was for 14000 only .
If you are looking for camera ?? phone don't go for it because you can't zoom on 50 mp
Sound quality is good
Frame are nice
Night ?? mode is not stable
Battery ?? life is good comes with great charger."
536,"A Bit Unsatisfied with Back Camera Looks..
Overall Worth IT!"
537,Battery Heats very much. Doesnt even stand for a day.
538,Going good as of now.. camera is nice..touch is good.. sensors are working fine
539,
540,"Everything is outstanding.
As usual OnePlus - never settle"
541,Hi
542,"Every thing is too good only bettry life is not good,"
543,"Like
Camera
Design
Response

Dislike
Battery down quickly"
544,Camera quality is not upto the mark as expected.
545,Good product
546,Good looking and process so smoothly ....but the slow-motion function of the camera not good ....
547,Battery?? life is not good. camera amazing
548,Perfect..
549,Performance
550,Fully awsome
551,Finger print reader & camera quality is good.
552,Bettery was not good wrost camera
553,"Pathetic front camera.
Waste of money."
554,SUPER GOOD
555,"Fast charging super
Camera quality normal
Not worth money"
556,I use for study
557,The box was missing sim ejector. Not sure what kind of quality check one Plus has but this is very basic thing to miss out on. Also the shape of ejector is bit weird and most of other ejectors are not working on it.
558,"Fingerprint reader is very fast
Battery life is only good nor better
Camera is overall good but when we open flash light its taken worst pic/over sharpening pic"
559,"This is the shortest and the best review one can give for this device...
Just close your eyes and buy this, you will find everything what you want from a oneplus device..."
560,Not so good also not so bad
561,Camera quality good fingerprint reader so goood
562,"Look and feel of this phone is really premium. Till now no such big issue i have faced, just a bit of app crash that has happened but this was not a major issue. Camera quality is also awsome.Overall i am satisfied with this phone."
563,"Great design, Quality, processor, camera etc
Overall nice phone"
564,"The mobile is a good product, has all specks as indicated in product description"
565,Battery drain really fast
566,Bil problem
567,
568,
569, All is ossm but camera quality is not good I don't feel that I use oneplus
570,Good
571,"Camera quality amazing ,Value for money, this is amazing product, I love it , camera vera level , battery life good"
572,It's good one.if u want smartphone below 30K with all features u want can choose it without second opinion
573,Good
574,"This model stands tall among the recent failures from OnePlus, this is a very well designed and capable device. Nothing much has changed from it's predecessor yet gives a far better output. Great battery life and super fast charging speeds makes it a great one to have in hand."
575,"Looks premium in hand.

Cons- I can't differentiate between poco m3 rs 1000 phone photos and nord 2T photos.

Battrey drains very fast.

Processor is ok ok, not super fast."
576,Very good one plus experience
577,"Good phone as per price, quick functional.."
578,Very good Phone every thing is funtastic
579,Poor phone
580,"Best product to go for within this range..
Happy with it."
581,Very good phone but i lost it within one week :(
582,Good mobile for the Price
583,NICE PHONE I LOVE IT AND THANKS FOR AMAZONE
584,Good
585,Nice product
586,Good phone but battery backup dissent
587,Need to improve UI
588,"Mobile bhut heat hota hai....
Battery backup bhut kharap hai..
Refresh rate 90hz bhut kam hai..
SD Card nai laga sakte hai...
Camera quality average hai
.... Better go for IQOO NEO 6"
589,Phone is osam
590,Very nice phone
591,Great performance with features
592,I love this one
593,Good average phone
594,
595,Good
596," Mobile silent , vibration and gernal mode side button not good"
597,Camera quality good . fingerprint sensor amazing..bettery better
598,Excellent
599,Very nice
600,Valu for many
601,"Awesome Phone, great camera and fast charging thank you"
602,All good
603,Good for Home and office use.
604,Siper
605,Good
606,Apart from battery everything is great more than expected. Battery is covered up in just 20-30 minutes it get fully charged so no worries. Overall expectations met and camera is awesome.
607,Awesome
608,
609,"Amazing phone,"
610,Good
611,Nice and good
612,Personal use.
613,Good camera quality
614,Everything
615,??????????? ????? ?? but battery Life bad ?? ????? ?? ???????? ??? ??
616,Camera and also good
617,Good phone
618,fantastic features
619,Cellphone charinge issue please return / replacement the cellphone.
620,Very good Product
621,Samsung always comes up with fantastic products.this is surely value for money. Good battery back up with excellent camera and the phone comes with a good processor.
622,"Compact phone, good ui, fast charging, good performance."
623,Excellent device no issue
624,"Pictur quality is good. File Manger is nit programmed properly. Outer Camera Lens Glass is very cheap poor quality, delicated and its break when you keep in pocket also. Its cost to change full back coverpannel. Its cost is very high."
625,Camera
626,High quality phone
627,Good
628,
629,"Average quality , highly priced . The front camera quality is so bad that <10k phone can provide much better experience. Will not reccomond"
630,"First phone had battery issues
After exchange new phone is good now"
631,Battery Backup not good automatic Drain Battery percentage...
632,It's very good mobile for this range..80 watt charger is very fast..
633,Pro. Battery charging and in-hand fel
634,Camera is good finger print is good battery backup is not well
635,Battery life needs improvement
636,battery back up is very bad. it's draining too fast.
637,"I got this phone,form Amazon next day I took some photos and videos , camera is slightly hot after 3 minutes back to normal and battery is 2days life not like different phone same as like old version only ."
638,Good
639,Best mobile option under 30k??
640,Battery not working properly
641,Mobile experience is very smooth but the battery is drain very quickly rest is fine.
642,
643,Battery Drained Very Fastly
644,Every thing is good except battery. Fully charged battery does not even last 1 day with normal usage.
645,Nice
646,Wonderful product with fast delivery
647,Nice phone
648,Battery is draining quickly. Back glass is picking up scratches even with oneplus provided back cover.
649,Awesome mobile
650," Phone is ok in 30k , initially it was heating alot but after the updates it is working fine. OxygenOs is working very smooth as it is my first one plus product.
Refresh rate is 90hz it's disappointing.
Back camera is good but selfie is a huge disappointment it feels like 15k phone.
Charging is super fast and battery also stands for a day easily . Some apps like asphalt are not working I dunno why, overall phone is ok but if you are expecting so much from phone like me so mightbe you will get disappointment."
651,Nice product
652,Good product but battery issue
653,Niceeeeee
654,Charging issue is coming only after two weeks of use. It is taking more than two hours. I have to ask for repair only after two weeks. worst feeling ever.
655,"Very good quality of camera
Smooth opreting system"
656,"Rear camera is ok but selfie camera is very poor
Performance is average
Battery 5/5
Quick charge 5/5
Gamers don't buy this phone gaming is average"
657,Battery is not working properly
658,nice
659,Very good
660,"Pros: Good Battery life, Rear wide angle camera, Great Sound, Good UI, High LED Display, 15 mins superfast Charging.
Cons: No wide angle Selfie cam, no 3.5 mm jack output, no Hybrid card slot"
661,It good.
662,Night vision camera and bettery is best quality
663,Very good and useful
664,????????
665,Tottaly phone is super performance I'm facing some time network issues only
666,Everything is best
667,"Don't think over, just buy it. You will love this."
668,Superb
669,Awesome
670,"Phone function is a bit slow, picture quality is fine, battery life good, but while playing game there is hanging issue"
671,Very good phone.. definately if you looking a phone for everyday things.. this is the best option..
672,"Play Video
 I didn't expect from oneplus if we press close all it is showing in optimal condition . This bug should be removable in future updates. We need to wait. Not worth you can't exchange also phone"
673,??
674,"Its not worth its rate.
It heats and also Camera quality is not upto the mark as per the name oneplus.
Charging speed is good but battery drain even faster."
675,"Bought the 8/128GB variant. Exceedes my expectations in performance, battery life, graphics quality in CoD and Diablo Immortal."
676,Great product with good build quality.
677,"Awesome phone. No ads, clear UI. Picture quality is good. But it slippery, back cover came with this phone also slippery. However it doesn't matter to me. I got it in 24k with exchange of my redmi note 8"
678,"Battery life is good
Camera ?? quality not satisfied because i expect high
Volume is amazing ??"
679,Most practical decision to go for below 30k
680,I have purchased this mobile for cameras and the OnePlus has given me a good source for same. I am enjoying bettery life and super fast charging device.
681,Best camera and speakers are nice and i m using this from last 5 days there is lag issue or any other issues and the quality of screen is also superb. You must purchase the product. Super product very flexible with smooth display does not even hang camera quality is very good and it’s processor makes game more smooth and enjoyable
682,What do I say about device in few days of use. But it's good somewhat.
683,Except camera quality every aspect price is fair...
684,"Play Video
 Video mast"
685,It's an amazing Phone. Go for it.
686,"Phone is good. Working nice. I was using Redmi note 8 pro and now this, but I couldn't find any huge difference between both the phones. It is having too much heating issue in normal uses. In this price range it is not a good choice."
687,Good
688,"OnePlus devices are highly optimised and if there is a problem it can be fixed by regular updates
I got my phone today and there was stability update...it satisfactory
Camera is best in segment
Processor is good and there is more stability after update
No heating issue...
Phone is smooth and premium in look
Don't listen to negative reviews go for it...it's an all rounder phone..."
689,"Camara avarage,no audio jack, no memory card slot, charging speed is super, totaly three star, sony imx camara very bad quality, front nand back camara quality poor, heating in 90 % charge above, this is same to realme 9 pro 18000 only, 29000 is cheating"
690,Good phone
691,"Play Video
 Ek no phone hain"
692,Best phone and good camera also charging is very fast
693,Good
694,I like it
695,Satisfied
696,Phone good
697,"back camera superb class battery backup nice super-fast charging with in 30 mint ?? %, little disappointed for front camera it could be batter, value for money"
698, This is superb phone ?? thanks Amazon ????
699,"Battery life not so long
Heating issue"
700,"Positive
1. Camera
2. Battery Backup
3. Alert Slider Feature
4. Vlogging Feature
5. User Friendly

Negative
1. Case is not fully cover camera lens and moreover no option in amazon also to buy
Camera lens are not safer with original cover..."
701,
702,Nice
703,"Loved the new style phone, packing was safe during the heavy raining times. The camera clarity is good front and rear it all depends on the right lights around u , at times early Mrng clicked pics yet was ok rest other time was perfect ?? also loved the audio and the phone quality of handling it was cool . Gaming spend around 2-3 hrs playing shooting game and it was seamless. Wowo great space with and nice new phone would say better bthan the initial one"
704,Very good camera quality with bright and efficient display of 90Hz a value for money purchase
705,"Premium in hand
No heating or throttling issues in long term gaming
Honey dew smooth performance
Wonderful 50/8 camera but selfie camera could have been better
Os is op
Clean & stock Android experience
Also enjoying the alert slider ???
An awesome all rounder phone in this price segment..go for it??"
706,Very nice overall too good mobile
707,"Processor is good, but battery is worst performance, battery backup and charging is taking nearly taking 1 hour, they are mentioned as only 15 mins"
708,"It has amazing bettery life.
Excellent picture quality.
Superb camera.
Performance is just upto the mark.
Best phone in 30k."
709,I got it on CC discount plus exchanged old phone ... Best decision all together
710,Good phone and camera quality is good and gaming also running smoothly
711,"Play Video
 Badiya he mobile ?"
712,Best camera
713,Battery charging full it will takes 2 hours
714,Nice phone picture quality superb so I recommend purchase this phone
715,Good
716,Value for money. Excellent picture quality. High battery life.
717,Liked it very much.. value for money product
718,"There is a heating issue while charging, no doubt the mobile charges within minutes but it's battery also exhaust in short span of time. I need more clarification regarding it's battery durability once charged."
719,"Good phone,but only problem screen shot option (short cut) not available"
720,I got this phone at time. It feels great to pick up this phone it's handy phone. One thing is notable about this phone even this phone is smaller in size but its performance is great because it comes with dimensity 1300 processor. Overall I'm happy to buy this phone.
721,"Mobile is good but battery experience very bad, picture quality superb"
722,Super awesome
723,It's good and high quality
724,"I love this mobile,this is my first one plus phone and I am very happy to get this,the look of phn is very premium,camera quality is also good,keypad style is awesome,I lot of things in this phn I love my one plus Nord 2t?? 80 watt charging is awesome,value for money."
725,"Play Video
 Super fast charger, night quality mode captures the picture as if its day light, best phone under this price compared to its competitors"
726,Nic one can buy
727,Lagging issue
728, Nyc phone
729,Excellent phone. Must buy under 30k.
